productId,name,cleanName,categoryId,groupId,modifiedOn,imageCount,lowPrice,avgPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType
593294,Prismatic Evolutions Booster Pack,Prismatic Evolutions Booster Pack,3,23821,2025-01-17 5:10:13,1,9.25,11.5,26.75,9.91,,Normal,,,
593324,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive),Prismatic Evolutions Pokemon Center Elite Trainer Box Exclusive,3,23821,2025-02-13 13:34:00,1,280,396.99,9999,283.13,,Normal,,,
593355,Prismatic Evolutions Elite Trainer Box,Prismatic Evolutions Elite Trainer Box,3,23821,2025-01-17 5:10:13,1,94.99,124.97,100000,97.43,,Normal,,,
593356,Prismatic Evolutions Binder Collection,Prismatic Evolutions Binder Collection,3,23821,2025-03-20 18:07:01,1,60,69.99,150,62.38,,Normal,,,
593359,Prismatic Evolutions Poster Collection,Prismatic Evolutions Poster Collection,3,23821,2025-01-17 5:10:13,1,15.5,34.25,75,28.72,,Normal,,,
593450,Prismatic Evolutions Tech Sticker Collection [Sylveon],Prismatic Evolutions Tech Sticker Collection Sylveon,3,23821,2025-01-17 5:10:13,1,29.98,33.73,74.98,31.98,,Normal,,,
593451,Prismatic Evolutions Tech Sticker Collection [Glaceon],Prismatic Evolutions Tech Sticker Collection Glaceon,3,23821,2025-01-17 5:10:13,1,34.89,37.97,69.99,31.57,,Normal,,,
593453,Prismatic Evolutions Tech Sticker Collection [Leafeon],Prismatic Evolutions Tech Sticker Collection Leafeon,3,23821,2025-01-17 5:10:13,1,27,35.72,69.99,31.33,,Normal,,,
593455,Prismatic Evolutions Mini Tin [Vaporeon],Prismatic Evolutions Mini Tin Vaporeon,3,23821,2025-02-07 5:10:11,1,23,27.98,59.99,25.87,,Normal,,,
593456,Prismatic Evolutions Mini Tin [Jolteon],Prismatic Evolutions Mini Tin Jolteon,3,23821,2025-02-07 5:10:11,1,21,25.61,40,23.6,,Normal,,,
593457,Prismatic Evolutions Mini Tin [Flareon],Prismatic Evolutions Mini Tin Flareon,3,23821,2025-02-07 5:10:11,1,22.45,26,59.99,24.67,,Normal,,,
593458,Prismatic Evolutions Mini Tin [Espeon],Prismatic Evolutions Mini Tin Espeon,3,23821,2025-02-07 5:10:11,1,21,31,59.99,29.11,,Normal,,,
593459,Prismatic Evolutions Mini Tin [Umbreon],Prismatic Evolutions Mini Tin Umbreon,3,23821,2025-02-07 5:10:11,1,31.51,37.11,69.99,36.69,,Normal,,,
593460,Prismatic Evolutions Mini Tin [Leafeon],Prismatic Evolutions Mini Tin Leafeon,3,23821,2025-02-07 5:10:11,1,27,30,39.2,31.49,,Normal,,,
593461,Prismatic Evolutions Mini Tin [Glaceon],Prismatic Evolutions Mini Tin Glaceon,3,23821,2025-02-07 5:10:11,1,23,27,33,26.44,,Normal,,,
593462,Prismatic Evolutions Mini Tin [Sylveon],Prismatic Evolutions Mini Tin Sylveon,3,23821,2025-02-07 5:10:11,1,32,35.51,69.99,35.51,,Normal,,,
593463,Prismatic Evolutions Mini Tin Display,Prismatic Evolutions Mini Tin Display,3,23821,2025-02-07 5:10:11,1,214.95,229.99,499.99,218.63,,Normal,,,
593466,Prismatic Evolutions Surprise Box,Prismatic Evolutions Surprise Box,3,23821,2025-02-07 5:10:11,1,38,57.49,500,46.48,,Normal,,,
598470,Prismatic Evolutions Surprise Box Case,Prismatic Evolutions Surprise Box Case,3,23821,2025-02-07 5:10:11,1,319.99,431.82,800,341.26,,Normal,,,
598486,Prismatic Evolutions Poster Collection Case,Prismatic Evolutions Poster Collection Case,3,23821,2025-01-28 15:56:31,1,180,205,306.97,211.92,,Normal,,,
598487,Prismatic Evolutions Elite Trainer Box Case,Prismatic Evolutions Elite Trainer Box Case,3,23821,2025-01-28 15:54:20,1,1329.99,1545,2999.99,1279.58,,Normal,,,
598488,Prismatic Evolutions  Binder Collection Case,Prismatic Evolutions Binder Collection Case,3,23821,2025-01-28 15:53:21,1,530,538.99,549.99,403.93,,Normal,,,
